nuts2,year,gdp
AL01,2010,2225.11
AL01,2011,2214.58
AL01,2012,2297.46
AL01,2013,2276.67
AL01,2014,2290.45
AL01,2015,2418.75
AL01,2016,2549.18
AL01,2017,2707.01
AL01,2018,2954.85
AL01,2019,3165.02
AL01,2020,3009.75
AL02,2010,4211.08
AL02,2011,4195.2
AL02,2012,4294.6
AL02,2013,4319.08
AL02,2014,4535.08
AL02,2015,4837.09
AL02,2016,5050.74
AL02,2017,5640.05
AL02,2018,6327.54
AL02,2019,6789.07
AL02,2020,6615.52
AL03,2010,2560.43
AL03,2011,2858.55
AL03,2012,2993.75
AL03,2013,3029.61
AL03,2014,3143.07
AL03,2015,3008.27
AL03,2016,3119.93
AL03,2017,3211.98
AL03,2018,3545.66
AL03,2019,3800.09
AL03,2020,3658.05
AT11,2010,6698.37
AT11,2011,7012.58
AT11,2012,7365.43
AT11,2013,7539.32
AT11,2014,7737.13
AT11,2015,8040.55
AT11,2016,8351.77
AT11,2017,8717.79
AT11,2018,8960.75
AT11,2019,9228.33
AT11,2020,8958
AT11,2021,9498.09
AT12,2010,46285.86
AT12,2011,48511.33
AT12,2012,49802.6
AT12,2013,50470.13
AT12,2014,52049.38
AT12,2015,53884.36
AT12,2016,55570.83
AT12,2017,58207.94
AT12,2018,60471.34
AT12,2019,63016.05
AT12,2020,59861.49
AT12,2021,65034.59
AT13,2010,78130.05
AT13,2011,80747.86
AT13,2012,81981.66
AT13,2013,83117.69
AT13,2014,84749.78
AT13,2015,87284.43
AT13,2016,91942.34
AT13,2017,92880.64
AT13,2018,97152.54
AT13,2019,99673.11
AT13,2020,95384.86
AT13,2021,101960.55
AT21,2010,16582.05
AT21,2011,17548.27
AT21,2012,17771.87
AT21,2013,17907.85
AT21,2014,18419.82
AT21,2015,18717.18
AT21,2016,19093.92
AT21,2017,19910.2
AT21,2018,20862.53
AT21,2019,21428.7
AT21,2020,20877.48
AT21,2021,22691.68
AT22,2010,37576.18
AT22,2011,39466.78
AT22,2012,40955.99
AT22,2013,41303.53
AT22,2014,42710.58
AT22,2015,43721.26
AT22,2016,45542.88
AT22,2017,47499.91
AT22,2018,48774.36
AT22,2019,50899.6
AT22,2020,49014.96
AT22,2021,51595.07
AT31,2010,49592.39
AT31,2011,52574.13
AT31,2012,53978.66
AT31,2013,55424.89
AT31,2014,57136.86
AT31,2015,58650.83
AT31,2016,60754.11
AT31,2017,63010.29
AT31,2018,66135.17
AT31,2019,68000.04
AT31,2020,65815.66
AT31,2021,69994.34
AT32,2010,21867.34
AT32,2011,22947.4
AT32,2012,23886.5
AT32,2013,23965.79
AT32,2014,24504.84
AT32,2015,25603.96
AT32,2016,26805.49
AT32,2017,27652.5
AT32,2018,28648.21
AT32,2019,29758.48
AT32,2020,28553.06
AT32,2021,29926.19
AT33,2010,25591.4
AT33,2011,26948.49
AT33,2012,28190.68
AT33,2013,28939.63
AT33,2014,29853.47
AT33,2015,31193.43
AT33,2016,32355.4
AT33,2017,33386.62
AT33,2018,34825.72
AT33,2019,36075.19
AT33,2020,33994.71
AT33,2021,34593.08
AT34,2010,13443.88
AT34,2011,14241.7
AT34,2012,14583.63
AT34,2013,15116.8
AT34,2014,15860.95
AT34,2015,17040.9
AT34,2016,17060.08
AT34,2017,17964.82
AT34,2018,19306.96
AT34,2019,18952.37
AT34,2020,18439.66
AT34,2021,20716.5
ATZZ,2010,129.07
ATZZ,2011,130.15
ATZZ,2012,134.86
ATZZ,2013,124.57
ATZZ,2014,124.41
ATZZ,2015,131.19
ATZZ,2016,130.06
ATZZ,2017,130.07
ATZZ,2018,136.53
ATZZ,2019,138.76
ATZZ,2020,142.61
ATZZ,2021,138.61
BE10,2010,69086.02
BE10,2011,71211.62
BE10,2012,73165.33
BE10,2013,73996.67
BE10,2014,76063.94
BE10,2015,78923.78
BE10,2016,80108.98
BE10,2017,82258.01
BE10,2018,84237.94
BE10,2019,87451.34
BE10,2020,83233.87
BE10,2021,90458.97
BE21,2010,68034.94
BE21,2011,70963.63
BE21,2012,73214.58
BE21,2013,74425.63
BE21,2014,76009.28
BE21,2015,79399.75
BE21,2016,82310.74
BE21,2017,85077.73
BE21,2018,87852.28
BE21,2019,91699.29
BE21,2020,89919.27
BE21,2021,98188.6
BE22,2010,22464.17
BE22,2011,23653.28
BE22,2012,24132.91
BE22,2013,24499.43
BE22,2014,25492.15
BE22,2015,25879.69
BE22,2016,26789.9
BE22,2017,27865.47
BE22,2018,28728.56
BE22,2019,29538.98
BE22,2020,28759.37
BE22,2021,31765.99
BE23,2010,43035.65
BE23,2011,44795.55
BE23,2012,46065.4
BE23,2013,47151.27
BE23,2014,47919.5
BE23,2015,50199.86
BE23,2016,52023.45
BE23,2017,54304.33
BE23,2018,55670.76
BE23,2019,57687.21
BE23,2020,56311.96
BE23,2021,62123.11
BE24,2010,38075.25
BE24,2011,39327.9
BE24,2012,41014.57
BE24,2013,41804.6
BE24,2014,42760.78
BE24,2015,44547.34
BE24,2016,46548.73
BE24,2017,48158.68
BE24,2018,50024.55
BE24,2019,52007.07
BE24,2020,47197.63
BE24,2021,51730.89
BE25,2010,36531.87
BE25,2011,37824.86
BE25,2012,38997.91
BE25,2013,39936.97
BE25,2014,41053.13
BE25,2015,42102.62
BE25,2016,43727.76
BE25,2017,45241.89
BE25,2018,46597.39
BE25,2019,48492.02
BE25,2020,47251
BE25,2021,52322.6
BE31,2010,14600.64
BE31,2011,13791.38
BE31,2012,14535.3
BE31,2013,15209.17
BE31,2014,15884.31
BE31,2015,16274.61
BE31,2016,17319.76
BE31,2017,18175.87
BE31,2018,20195.88
BE31,2019,22736.7
BE31,2020,21141.19
BE31,2021,21154.95
BE32,2010,28122.31
BE32,2011,29362.42
BE32,2012,29696.97
BE32,2013,29983.23
BE32,2014,30746.54
BE32,2015,31410.76
BE32,2016,32056.09
BE32,2017,33009.56
BE32,2018,34206.21
BE32,2019,34838.62
BE32,2020,33639.18
BE32,2021,36939.7
BE33,2010,25943.11
BE33,2011,27199.42
BE33,2012,27373.34
BE33,2013,27672.53
BE33,2014,28371.54
BE33,2015,28876.29
BE33,2016,29694.63
BE33,2017,30799.97
BE33,2018,31722.93
BE33,2019,32793.5
BE33,2020,31476.12
BE33,2021,34715.34
BE34,2010,5872.54
BE34,2011,6119
BE34,2012,5984.85
BE34,2013,6047.09
BE34,2014,6301.73
BE34,2015,6481.34
BE34,2016,6604.05
BE34,2017,6864.28
BE34,2018,7056.42
BE34,2019,7322.35
BE34,2020,7165.66
BE34,2021,7886.71
BE35,2010,11128.86
BE35,2011,11465.28
BE35,2012,11726.41
BE35,2013,11881.71
BE35,2014,12130.92
BE35,2015,12346.72
BE35,2016,12720.25
BE35,2017,13102.96
BE35,2018,13509.46
BE35,2019,13801.37
BE35,2020,13452.04
BE35,2021,14697.44
BEZZ,2010,244.75
BEZZ,2011,253.47
BEZZ,2012,267.14
BEZZ,2013,271.68
BEZZ,2014,269.46
BEZZ,2015,258.64
BEZZ,2016,180.98
BEZZ,2017,191.34
BEZZ,2018,248.42
BEZZ,2019,276.56
BEZZ,2020,279.02
BEZZ,2021,327.29
BG31,2010,2794.92
BG31,2011,3006.43
BG31,2012,3002.77
BG31,2013,2956.04
BG31,2014,3060.45
BG31,2015,3089.26
BG31,2016,3223.61
BG31,2017,3540.12
BG31,2018,3937.49
BG31,2019,3960.87
BG31,2020,4210.31
BG31,2021,5034.47
BG32,2010,3012.43
BG32,2011,3271.94
BG32,2012,3404.68
BG32,2013,3427.02
BG32,2014,3555.62
BG32,2015,3640.55
BG32,2016,3799.2
BG32,2017,4050.61
BG32,2018,4314.88
BG32,2019,4583.46
BG32,2020,4607.46
BG32,2021,5361.87
BG33,2010,4041.53
BG33,2011,4439.24
BG33,2012,4598.21
BG33,2013,4571.71
BG33,2014,4779.25
BG33,2015,4977.56
BG33,2016,5176.46
BG33,2017,5543.28
BG33,2018,5970.67
BG33,2019,6340.55
BG33,2020,6219.61
BG33,2021,7103.01
BG34,2010,4656.06
BG34,2011,4940.61
BG34,2012,5193.16
BG34,2013,5215.8
BG34,2014,5453.78
BG34,2015,5598.57
BG34,2016,6343.43
BG34,2017,6762.27
BG34,2018,6794
BG34,2019,6857.94
BG34,2020,6390.38
BG34,2021,8210.09
BG41,2010,18371.54
BG41,2011,20002.65
BG41,2012,20021.95
BG41,2013,19921.51
BG41,2014,20317.16
BG41,2015,22018.71
BG41,2016,23400.78
BG41,2017,25287.09
BG41,2018,27240.3
BG41,2019,31099.35
BG41,2020,31190.71
BG41,2021,35868.53
BG42,2010,5408.46
BG42,2011,5818.05
BG42,2012,6036.07
BG42,2013,5958.15
BG42,2014,5859.77
BG42,2015,6487.69
BG42,2016,6829.64
BG42,2017,7347.87
BG42,2018,7967.42
BG42,2019,8716.26
BG42,2020,9020.47
BG42,2021,9498.98
CH01,2011,95196.33
CH01,2012,98566.49
CH01,2013,97376.25
CH01,2014,100296.4
CH01,2015,113909.88
CH01,2016,115220.93
CH01,2017,112736.95
CH01,2018,113827.14
CH02,2011,104075.75
CH02,2012,107177.75
CH02,2013,107212.42
CH02,2014,110818.56
CH02,2015,126916.69
CH02,2016,124103.21
CH02,2017,122341.37
CH02,2018,120988.07
CH03,2011,73118.04
CH03,2012,75171.54
CH03,2013,74532.89
CH03,2014,76940.15
CH03,2015,88595.21
CH03,2016,89202.21
CH03,2017,90280.53
CH03,2018,89153.37
CH04,2011,111471.67
CH04,2012,116706.19
CH04,2013,114763.11
CH04,2014,118650.79
CH04,2015,135055.72
CH04,2016,133213.81
CH04,2017,133379.32
CH04,2018,134937.13
CH05,2011,62941.93
CH05,2012,64802.38
CH05,2013,64957.2
CH05,2014,66710.96
CH05,2015,75520.46
CH05,2016,75181.33
CH05,2017,73824.69
CH05,2018,72705.62
CH06,2011,47066.75
CH06,2012,48743.99
CH06,2013,49658.08
CH06,2014,50555.34
CH06,2015,57558.37
CH06,2016,57303.25
CH06,2017,56912.58
CH06,2018,56263.47
CH07,2011,21900.01
CH07,2012,22844.45
CH07,2013,23229.15
CH07,2014,24042.29
CH07,2015,27976.4
CH07,2016,27540.35
CH07,2017,26300.85
CH07,2018,26429.62
CY00,2010,19461.13
CY00,2011,19858.08
CY00,2012,19495.37
CY00,2013,18040.35
CY00,2014,17482.8
CY00,2015,17944.15
CY00,2016,19013.82
CY00,2017,20312.44
CY00,2018,21675.1
CY00,2019,23176.23
CY00,2020,21894.9
CY00,2021,24018.85
CZ01,2010,42696.63
CZ01,2011,43101.45
CZ01,2012,42458.38
CZ01,2013,41988.34
CZ01,2014,41425.82
CZ01,2015,45136.87
CZ01,2016,47541.94
CZ01,2017,51888.71
CZ01,2018,57682.51
CZ01,2019,61601.72
CZ01,2020,58851
CZ01,2021,65413.19
CZ02,2010,16655.66
CZ02,2011,18103.7
CZ02,2012,18016.22
CZ02,2013,17388.07
CZ02,2014,17627.86
CZ02,2015,18960.62
CZ02,2016,20374.23
CZ02,2017,22455.76
CZ02,2018,23918.85
CZ02,2019,26752.43
CZ02,2020,24554.7
CZ02,2021,26862.88
CZ03,2010,15709.06
CZ03,2011,16374.32
CZ03,2012,16040.55
CZ03,2013,15953.31
CZ03,2014,15692.96
CZ03,2015,16685.17
CZ03,2016,17373.29
CZ03,2017,19109.2
CZ03,2018,20617.64
CZ03,2019,21839.53
CZ03,2020,21087.81
CZ03,2021,22996.36
CZ04,2010,12896.31
CZ04,2011,13227.24
CZ04,2012,12968.18
CZ04,2013,12500.61
CZ04,2014,12112.23
CZ04,2015,13057.51
CZ04,2016,13178.1
CZ04,2017,14268.07
CZ04,2018,15115.97
CZ04,2019,16282.37
CZ04,2020,15252.17
CZ04,2021,16530.14
CZ05,2010,18130.88
CZ05,2011,19172.84
CZ05,2012,18491.01
CZ05,2013,18285.65
CZ05,2014,18204.12
CZ05,2015,19512.63
CZ05,2016,20538.64
CZ05,2017,22780.23
CZ05,2018,24550.4
CZ05,2019,26104.2
CZ05,2020,25435.67
CZ05,2021,27773.24
CZ06,2010,22299.02
CZ06,2011,23740.94
CZ06,2012,23630.57
CZ06,2013,23606.23
CZ06,2014,22869.28
CZ06,2015,24513.18
CZ06,2016,25333.78
CZ06,2017,27655.3
CZ06,2018,30225.57
CZ06,2019,32403.02
CZ06,2020,32092.18
CZ06,2021,35334.17
CZ07,2010,14396.45
CZ07,2011,15280.01
CZ07,2012,14988.37
CZ07,2013,14700.51
CZ07,2014,14770.91
CZ07,2015,15726.08
CZ07,2016,16441.13
CZ07,2017,18070.69
CZ07,2018,19343.63
CZ07,2019,20772.66
CZ07,2020,19970.82
CZ07,2021,22155.28
CZ08,2010,15136.81
CZ08,2011,16201.73
CZ08,2012,15994.18
CZ08,2013,15038.84
CZ08,2014,15118.06
CZ08,2015,15966.14
CZ08,2016,16657.4
CZ08,2017,17904.95
CZ08,2018,19515.96
CZ08,2019,19857.55
CZ08,2020,18561.03
CZ08,2021,21184.23
DE11,2010,160270.92
DE11,2011,170365.17
DE11,2012,175849.17
DE11,2013,180470.23
DE11,2014,187384.86
DE11,2015,198850.19
DE11,2016,201929.14
DE11,2017,213043.33
DE11,2018,222259.44
DE11,2019,222458.26
DE11,2020,215475.57
DE11,2021,228221.68
DE12,2010,97379.29
DE12,2011,101910.76
DE12,2012,103103.95
DE12,2013,105006.11
DE12,2014,109251.07
DE12,2015,113393.3
DE12,2016,116091.12
DE12,2017,121332.53
DE12,2018,125349.02
DE12,2019,129095.78
DE12,2020,125426.43
DE12,2021,132252.23
DE13,2010,65611.45
DE13,2011,69679.68
DE13,2012,70820.85
DE13,2013,73082.53
DE13,2014,76710.87
DE13,2015,79014.61
DE13,2016,81276.92
DE13,2017,84325.92
DE13,2018,87463.17
DE13,2019,90601.11
DE13,2020,88676.25
DE13,2021,93847.55
DE14,2010,59635.41
DE14,2011,63652.87
DE14,2012,64833.96
DE14,2013,66807.63
DE14,2014,69335.85
DE14,2015,72087.91
DE14,2016,75618.64
DE14,2017,78596.75
DE14,2018,81476.73
DE14,2019,84626.48
DE14,2020,83177.93
DE14,2021,88301.26
DE21,2010,195130.47
DE21,2011,209775.43
DE21,2012,216346.92
DE21,2013,225083.98
DE21,2014,234156.72
DE21,2015,245114.86
DE21,2016,255771.58
DE21,2017,268797.16
DE21,2018,273993.75
DE21,2019,286479.29
DE21,2020,280964.19
DE21,2021,296742.93
DE22,2010,36652.07
DE22,2011,39174.78
DE22,2012,39145.71
DE22,2013,40316.14
DE22,2014,42811.32
DE22,2015,43883.57
DE22,2016,45534.06
DE22,2017,47926.25
DE22,2018,48436.53
DE22,2019,50278.01
DE22,2020,49951.56
DE22,2021,52913.74
DE23,2010,34601.81
DE23,2011,36823.82
DE23,2012,37654.05
DE23,2013,38675.06
DE23,2014,41027.3
DE23,2015,42167.13
DE23,2016,43575.02
DE23,2017,46171.65
DE23,2018,47139.68
DE23,2019,48680.15
DE23,2020,48408.94
DE23,2021,51234.11
DE24,2010,30812.44
DE24,2011,32509.9
DE24,2012,33272.79
DE24,2013,33917.58
DE24,2014,35070.77
DE24,2015,36735.62
DE24,2016,38118.81
DE24,2017,39994.19
DE24,2018,40942.13
DE24,2019,42030.6
DE24,2020,41380.64
DE24,2021,43590.96
DE25,2010,58315.09
DE25,2011,61933.78
DE25,2012,64204.87
DE25,2013,65840.01
DE25,2014,68544
DE25,2015,70811.3
DE25,2016,73937.96
DE25,2017,77435.22
DE25,2018,80179.21
DE25,2019,82965.36
DE25,2020,81477.3
DE25,2021,86003.3
DE26,2010,41373.29
DE26,2011,44416.04
DE26,2012,45034.41
DE26,2013,45816.21
DE26,2014,47398.06
DE26,2015,48545.3
DE26,2016,50561.41
DE26,2017,52632.5
DE26,2018,53791.47
DE26,2019,55196.23
DE26,2020,53915.99
DE26,2021,56993.79
DE27,2010,55243
DE27,2011,58841.17
DE27,2012,60853.37
DE27,2013,62294.17
DE27,2014,65057.58
DE27,2015,67430.32
DE27,2016,70218.51
DE27,2017,72794.68
DE27,2018,75272.27
DE27,2019,77830.75
DE27,2020,76286.13
DE27,2021,80666.54
DE30,2010,103051.7
DE30,2011,108111.27
DE30,2012,109771.99
DE30,2013,112881.34
DE30,2014,118518.73
DE30,2015,124913.91
DE30,2016,133210.31
DE30,2017,141322.11
DE30,2018,149869.8
DE30,2019,157443.97
DE30,2020,156034.81
DE30,2021,163828.13
DE40,2010,55769.62
DE40,2011,57467.92
DE40,2012,58904.61
DE40,2013,60536.7
DE40,2014,63741.58
DE40,2015,65348.29
DE40,2016,67453.09
DE40,2017,70643.98
DE40,2018,72761.37
DE40,2019,76045.83
DE40,2020,75624.39
DE40,2021,78900.56
DE50,2010,26358.48
DE50,2011,27245.11
DE50,2012,28516.51
DE50,2013,28824.27
DE50,2014,29797.97
DE50,2015,30494
DE50,2016,31359.68
DE50,2017,32388.65
DE50,2018,32926.18
DE50,2019,33154.45
DE50,2020,32572.78
DE50,2021,34368.67
DE60,2010,93642.59
DE60,2011,94663.57
DE60,2012,97009.22
DE60,2013,101144.78
DE60,2014,103431.26
DE60,2015,108166.3
DE60,2016,110541.4
DE60,2017,116588.58
DE60,2018,119035.09
DE60,2019,124631.33
DE60,2020,118901.2
DE60,2021,127346.52
DE71,2010,162967.9
DE71,2011,170367.27
DE71,2012,170938.06
DE71,2013,174958.73
DE71,2014,182514.07
DE71,2015,187006.04
DE71,2016,194648.3
DE71,2017,201150.69
DE71,2018,205559.34
DE71,2019,211911.34
DE71,2020,206915.95
DE71,2021,218548.96
DE72,2010,28420.16
DE72,2011,29723.63
DE72,2012,29788.44
DE72,2013,30246.45
DE72,2014,31700.69
DE72,2015,32374.59
DE72,2016,33642.85
DE72,2017,35130.03
DE72,2018,36245.5
DE72,2019,37424.12
DE72,2020,37108.87
DE72,2021,39153.56
DE73,2010,35315.34
DE73,2011,36836.27
DE73,2012,37224.63
DE73,2013,38254.03
DE73,2014,39550.43
DE73,2015,40882.32
DE73,2016,42863.59
DE73,2017,43813.48
DE73,2018,44470.7
DE73,2019,46186.32
DE73,2020,44611.66
DE73,2021,47299.09
DE80,2010,34651.38
DE80,2011,36159.9
DE80,2012,36420.65
DE80,2013,37627.02
DE80,2014,39406.52
DE80,2015,40070.43
DE80,2016,41088.88
DE80,2017,44182.99
DE80,2018,44341.5
DE80,2019,47569.48
DE80,2020,47032.33
DE80,2021,49586.97
DE91,2010,56338.4
DE91,2011,60910.94
DE91,2012,61477.76
DE91,2013,62307.85
DE91,2014,65656.08
DE91,2015,63148.81
DE91,2016,74103.35
DE91,2017,74136.53
DE91,2018,78008.08
DE91,2019,81804.97
DE91,2020,76806.55
DE91,2021,80362.9
DE92,2010,65459.62
DE92,2011,68978.71
DE92,2012,70175.31
DE92,2013,70113.88
DE92,2014,72946.28
DE92,2015,74293.55
DE92,2016,78183.78
DE92,2017,80200.61
DE92,2018,82720.41
DE92,2019,85845.24
DE92,2020,84639.05
DE92,2021,88400.38
DE93,2010,35994.95
DE93,2011,38097.95
DE93,2012,39512.83
DE93,2013,40637.28
DE93,2014,42617.31
DE93,2015,43722.74
DE93,2016,44621.38
DE93,2017,46227.43
DE93,2018,47856.08
DE93,2019,50158.16
DE93,2020,50119.79
DE93,2021,52524.28
DE94,2010,67967.34
DE94,2011,71737.37
DE94,2012,73651.09
DE94,2013,74824.08
DE94,2014,77838.15
DE94,2015,80233.53
DE94,2016,83702.98
DE94,2017,87336.98
DE94,2018,88901.9
DE94,2019,92866.94
DE94,2020,92830.44
DE94,2021,97346
DEA1,2010,176390.54
DEA1,2011,182797
DEA1,2012,182687.74
DEA1,2013,185682.15
DEA1,2014,192576.12
DEA1,2015,197320.04
DEA1,2016,201660.25
DEA1,2017,210123.17
DEA1,2018,217664.27
DEA1,2019,220893.47
DEA1,2020,216380.55
DEA1,2021,227643.9
DEA2,2010,146643.46
DEA2,2011,151827.32
DEA2,2012,154238.55
DEA2,2013,159228.19
DEA2,2014,165778.28
DEA2,2015,174214.81
DEA2,2016,178093.87
DEA2,2017,185499.06
DEA2,2018,192755.73
DEA2,2019,194646.3
DEA2,2020,189355.59
DEA2,2021,199040.02
DEA3,2010,70468.55
DEA3,2011,73573.73
DEA3,2012,74530.69
DEA3,2013,74726.53
DEA3,2014,76806.43
DEA3,2015,79304.26
DEA3,2016,82180.27
DEA3,2017,85736.98
DEA3,2018,87998.18
DEA3,2019,91183.59
DEA3,2020,91047.11
DEA3,2021,95788.18
DEA4,2010,59844.16
DEA4,2011,63450.54
DEA4,2012,64849.37
DEA4,2013,66773.78
DEA4,2014,69971.72
DEA4,2015,71378.8
DEA4,2016,73861.86
DEA4,2017,75935.9
DEA4,2018,78453.38
DEA4,2019,81135.75
DEA4,2020,80833.3
DEA4,2021,85137.56
DEA5,2010,100865.98
DEA5,2011,105474.08
DEA5,2012,106403.71
DEA5,2013,107945.66
DEA5,2014,112337.85
DEA5,2015,115052.53
DEA5,2016,117578.4
DEA5,2017,121675.23
DEA5,2018,125969.45
DEA5,2019,128794.23
DEA5,2020,125362.16
DEA5,2021,131844.6
DEB1,2010,38776.33
DEB1,2011,40457.75
DEB1,2012,41267.31
DEB1,2013,42237.16
DEB1,2014,44215.3
DEB1,2015,45616.4
DEB1,2016,46651.52
DEB1,2017,48811.19
DEB1,2018,50108.12
DEB1,2019,51811.27
DEB1,2020,51594.09
DEB1,2021,55229.18
DEB2,2010,12622.91
DEB2,2011,13344.39
DEB2,2012,13572.83
DEB2,2013,14059.36
DEB2,2014,14459.04
DEB2,2015,14997.98
DEB2,2016,15533.25
DEB2,2017,15784.08
DEB2,2018,16200.35
DEB2,2019,16696.81
DEB2,2020,16564.88
DEB2,2021,17741.31
DEB3,2010,61075.35
DEB3,2011,63520.53
DEB3,2012,65649.93
DEB3,2013,66719.63
DEB3,2014,68853.36
DEB3,2015,72309.51
DEB3,2016,74116.5
DEB3,2017,75522.08
DEB3,2018,76864.1
