nuts2,year,gdp
DEB3,2019,78432.13
DEB3,2020,76664.5
DEB3,2021,90983.64
DEC0,2010,30048.54
DEC0,2011,31789.9
DEC0,2012,32017.61
DEC0,2013,31715.72
DEC0,2014,33254.37
DEC0,2015,34038.66
DEC0,2016,34264.01
DEC0,2017,35346.99
DEC0,2018,35862.23
DEC0,2019,35845.81
DEC0,2020,34535
DEC0,2021,35954.85
DED2,2010,37722.45
DED2,2011,39168.53
DED2,2012,39808.12
DED2,2013,41235.17
DED2,2014,43143.66
DED2,2015,45499.73
DED2,2016,46681.56
DED2,2017,48432.02
DED2,2018,50105.73
DED2,2019,52165.38
DED2,2020,51672.77
DED2,2021,54424.76
DED4,2010,33038.63
DED4,2011,34551.6
DED4,2012,34866.16
DED4,2013,35201.01
DED4,2014,36883.19
DED4,2015,37870.38
DED4,2016,39060.19
DED4,2017,40353.82
DED4,2018,41096.57
DED4,2019,42298.85
DED4,2020,41184.6
DED4,2021,43419.75
DED5,2010,24057.08
DED5,2011,25683.09
DED5,2012,26655.58
DED5,2013,27702.55
DED5,2014,29300.69
DED5,2015,30217.79
DED5,2016,31495.08
DED5,2017,33058.36
DED5,2018,33987.62
DED5,2019,35898.17
DED5,2020,35662.92
DED5,2021,37483.57
DEE0,2010,51119.81
DEE0,2011,51982.67
DEE0,2012,54120.08
DEE0,2013,55049.22
DEE0,2014,56317.91
DEE0,2015,57395.94
DEE0,2016,58990.85
DEE0,2017,60908.52
DEE0,2018,62104
DEE0,2019,64704.2
DEE0,2020,63930.37
DEE0,2021,67628.59
DEF0,2010,72934.88
DEF0,2011,75930.13
DEF0,2012,78768.27
DEF0,2013,80006.91
DEF0,2014,82868.07
DEF0,2015,84799.05
DEF0,2016,87511.53
DEF0,2017,92619.9
DEF0,2018,95036.97
DEF0,2019,99605.06
DEF0,2020,99319.03
DEF0,2021,104970.92
DEG0,2010,47828.59
DEG0,2011,50625.42
DEG0,2012,51362.82
DEG0,2013,53400.89
DEG0,2014,56196.53
DEG0,2015,57475.51
DEG0,2016,59008.12
DEG0,2017,61180.4
DEG0,2018,62243.96
DEG0,2019,63864.81
DEG0,2020,62984.44
DEG0,2021,66025.07
DK01,2010,93399.91
DK01,2011,93288.54
DK01,2012,97256.43
DK01,2013,100665.87
DK01,2014,105454.55
DK01,2015,111122.73
DK01,2016,114206.24
DK01,2017,120180.22
DK01,2018,123896.12
DK01,2019,126164.56
DK01,2020,127838.27
DK01,2021,143429.5
DK02,2010,24547.41
DK02,2011,24744.88
DK02,2012,25470.62
DK02,2013,25452.3
DK02,2014,25982.97
DK02,2015,27592.27
DK02,2016,27994.79
DK02,2017,29174.64
DK02,2018,29946.35
DK02,2019,31036.52
DK02,2020,31007.8
DK02,2021,32412.75
DK03,2010,47069.35
DK03,2011,48275.04
DK03,2012,49040.87
DK03,2013,50154.47
DK03,2014,51473.07
DK03,2015,52592.07
DK03,2016,54162.58
DK03,2017,55445.69
DK03,2018,56444.58
DK03,2019,58118.97
DK03,2020,58517.33
DK03,2021,61685.89
DK04,2010,49135.59
DK04,2011,51001.38
DK04,2012,51529.72
DK04,2013,52311.72
DK04,2014,53675.21
DK04,2015,54150.95
DK04,2016,58887.63
DK04,2017,61143.11
DK04,2018,62349.17
DK04,2019,64902.28
DK04,2020,66466.58
DK04,2021,69727.31
DK05,2010,21366.13
DK05,2011,21628.15
DK05,2012,22342.4
DK05,2013,22603.35
DK05,2014,22880.11
DK05,2015,23613.64
DK05,2016,24388.31
DK05,2017,25456.44
DK05,2018,25694.3
DK05,2019,26179.69
DK05,2020,26026.23
DK05,2021,26934.4
DKZZ,2010,7646.89
DKZZ,2011,8941.76
DKZZ,2012,8937.92
DKZZ,2013,7555.11
DKZZ,2014,6291.05
DKZZ,2015,3946.04
DKZZ,2016,3469.96
DKZZ,2017,3408.22
DKZZ,2018,3998.15
DKZZ,2019,3124.38
DKZZ,2020,1903.47
DKZZ,2021,2529
EE00,2010,14741.1
EE00,2011,16677.26
EE00,2012,17916.68
EE00,2013,18910.78
EE00,2014,20048.23
EE00,2015,20631.36
EE00,2016,21747.91
EE00,2017,23833.61
EE00,2018,25932.18
EE00,2019,27764.72
EE00,2020,27464.98
EE00,2021,31444.91
EL30,2010,108739.1
EL30,2011,98648.59
EL30,2012,90148.09
EL30,2013,86155.82
EL30,2014,84639.89
EL30,2015,83616.8
EL30,2016,83007.42
EL30,2017,84535.19
EL30,2018,85687.84
EL30,2019,87642.35
EL30,2020,78993.18
EL30,2021,85768.85
EL41,2010,3174.77
EL41,2011,2896.87
EL41,2012,2693.03
EL41,2013,2568.12
EL41,2014,2558.09
EL41,2015,2495.15
EL41,2016,2433.03
EL41,2017,2433.49
EL41,2018,2466.8
EL41,2019,2558.48
EL41,2020,2330.79
EL41,2021,2541.48
EL42,2010,7211.32
EL42,2011,6564.38
EL42,2012,6080.02
EL42,2013,6080.9
EL42,2014,6172.65
EL42,2015,6087.6
EL42,2016,5854.81
EL42,2017,5920.14
EL42,2018,6133.85
EL42,2019,6338.53
EL42,2020,5066.36
EL42,2021,5975.63
EL43,2010,10863.07
EL43,2011,9588.22
EL43,2012,8731.83
EL43,2013,8607.98
EL43,2014,8821.48
EL43,2015,8825.78
EL43,2016,8605.56
EL43,2017,8824.39
EL43,2018,9013.24
EL43,2019,9211.83
EL43,2020,7877.6
EL43,2021,8913.12
EL51,2010,9160.13
EL51,2011,8011.3
EL51,2012,7472.14
EL51,2013,6982.7
EL51,2014,6813.45
EL51,2015,6786.1
EL51,2016,6807.55
EL51,2017,6806.94
EL51,2018,6888.03
EL51,2019,6976.48
EL51,2020,6509.48
EL51,2021,7137.72
EL52,2010,30135.73
EL52,2011,27534.82
EL52,2012,25475.58
EL52,2013,23965.76
EL52,2014,23419.03
EL52,2015,23816.97
EL52,2016,23801.45
EL52,2017,24036.55
EL52,2018,24600.6
EL52,2019,24989.91
EL52,2020,22555.95
EL52,2021,24891.82
EL53,2010,5093.52
EL53,2011,4980.49
EL53,2012,5345.34
EL53,2013,5049.39
EL53,2014,4943.59
EL53,2015,4705.43
EL53,2016,4312.51
EL53,2017,4297.51
EL53,2018,4159.13
EL53,2019,3896.09
EL53,2020,3381.19
EL53,2021,3701.59
EL54,2010,4945.77
EL54,2011,4548.25
EL54,2012,4153.97
EL54,2013,4044.52
EL54,2014,3985.2
EL54,2015,3928.76
EL54,2016,3892.35
EL54,2017,3870.26
EL54,2018,3935.39
EL54,2019,4034.4
EL54,2020,3685.35
EL54,2021,4048.64
EL61,2010,10764.57
EL61,2011,9717.56
EL61,2012,9297.96
EL61,2013,8942.47
EL61,2014,8893.53
EL61,2015,8987.69
EL61,2016,8842.57
EL61,2017,8918.03
EL61,2018,9080.52
EL61,2019,9365.17
EL61,2020,8672.05
EL61,2021,9337.06
EL62,2010,3972.27
EL62,2011,3421.85
EL62,2012,3208.91
EL62,2013,3078.63
EL62,2014,3152.7
EL62,2015,3085.6
EL62,2016,3034.09
EL62,2017,3049.68
EL62,2018,3154.65
EL62,2019,3264.53
EL62,2020,2618.66
EL62,2021,3056.44
EL63,2010,10523.64
EL63,2011,9367.1
EL63,2012,8770.14
EL63,2013,8232.21
EL63,2014,8088.91
EL63,2015,8033.85
EL63,2016,7832.28
EL63,2017,7838.24
EL63,2018,7947.71
EL63,2019,8114.58
EL63,2020,7537.58
EL63,2021,8220.02
EL64,2010,10025.41
EL64,2011,9231.88
EL64,2012,8660.32
EL64,2013,8167.33
EL64,2014,7935.06
EL64,2015,8026.88
EL64,2016,8136.45
EL64,2017,8312.83
EL64,2018,8434.24
EL64,2019,8615.59
EL64,2020,8497.85
EL64,2021,9634.6
EL65,2010,9514.69
EL65,2011,8796.88
EL65,2012,8343.29
EL65,2013,8008.58
EL65,2014,7812.44
EL65,2015,7972.27
EL65,2016,7934.11
EL65,2017,8060.16
EL65,2018,8055.71
EL65,2019,8343.26
EL65,2020,7679.87
EL65,2021,8447.63
ES11,2010,56767.16
ES11,2011,55767.74
ES11,2012,53968.72
ES11,2013,53967.66
ES11,2014,54240.53
ES11,2015,56697.87
ES11,2016,58271.7
ES11,2017,60397.89
ES11,2018,62425.14
ES11,2019,64219.58
ES11,2020,58638.07
ES11,2021,63230.37
ES12,2010,22733.64
ES12,2011,22375.9
ES12,2012,21363.73
ES12,2013,20768.58
ES12,2014,20679.63
ES12,2015,21389.58
ES12,2016,21692.92
ES12,2017,22595.57
ES12,2018,23225.85
ES12,2019,23711.32
ES12,2020,21271.13
ES12,2021,23441.6
ES13,2010,12836.86
ES13,2011,12623.14
ES13,2012,12166.53
ES13,2013,11879.01
ES13,2014,12075.29
ES13,2015,12336.2
ES13,2016,12735.84
ES13,2017,13228.83
ES13,2018,13743.45
ES13,2019,14180.48
ES13,2020,12838.52
ES13,2021,13845.92
ES21,2010,64680.67
ES21,2011,64130.35
ES21,2012,62554.87
ES21,2013,61675.45
ES21,2014,62737.26
ES21,2015,65027.72
ES21,2016,67114.16
ES21,2017,69660.94
ES21,2018,71921.91
ES21,2019,74074.58
ES21,2020,66421.85
ES21,2021,71706.52
ES22,2010,17973.57
ES22,2011,17941.74
ES22,2012,17281.04
ES22,2013,17248.42
ES22,2014,17518.34
ES22,2015,18154.11
ES22,2016,18743.96
ES22,2017,19528.85
ES22,2018,20063.21
ES22,2019,20873.24
ES22,2020,18942.13
ES22,2021,20378.37
ES23,2010,7977.73
ES23,2011,7907.91
ES23,2012,7635.88
ES23,2013,7545.84
ES23,2014,7692.96
ES23,2015,7966.44
ES23,2016,8013.76
ES23,2017,8295.6
ES23,2018,8602.78
ES23,2019,8821.87
ES23,2020,8113.67
ES23,2021,8614.43
ES24,2010,33828.88
ES24,2011,33367.97
ES24,2012,31961.33
ES24,2013,32111.41
ES24,2014,32322.29
ES24,2015,32896.55
ES24,2016,34210.57
ES24,2017,35640.17
ES24,2018,36867.64
ES24,2019,38049.47
ES24,2020,35464.3
ES24,2021,37964.55
ES30,2010,197145.37
ES30,2011,198464.97
ES30,2012,195087.39
ES30,2013,192125.74
ES30,2014,194444.33
ES30,2015,204157.47
ES30,2016,212361.42
ES30,2017,222565.75
ES30,2018,231423.11
ES30,2019,242093.62
ES30,2020,218468.53
ES30,2021,234639.48
ES41,2010,54970.02
ES41,2011,54575.1
ES41,2012,52865.14
ES41,2013,51551.59
ES41,2014,51596.42
ES41,2015,53272.98
ES41,2016,54764.02
ES41,2017,56059.25
ES41,2018,58545.33
ES41,2019,59798.17
ES41,2020,54822.91
ES41,2021,58119.46
ES42,2010,38706.52
ES42,2011,38259
ES42,2012,36887.74
ES42,2013,36187.44
ES42,2014,35394.64
ES42,2015,37138.56
ES42,2016,38314.43
ES42,2017,39897.18
ES42,2018,41481.21
ES42,2019,42399.21
ES42,2020,39341.94
ES42,2021,42285.6
ES43,2010,18135.75
ES43,2011,17737.72
ES43,2012,17063.58
ES43,2013,17075.53
ES43,2014,17045.08
ES43,2015,17915.14
ES43,2016,18504.83
ES43,2017,19538.77
ES43,2018,20091.94
ES43,2019,20478.51
ES43,2020,18890.62
ES43,2021,20117.3
ES51,2010,201706.24
ES51,2011,198905.57
ES51,2012,193435.83
ES51,2013,192183.73
ES51,2014,195575.33
ES51,2015,204481.24
ES51,2016,212655.65
ES51,2017,221482.47
ES51,2018,229082.63
ES51,2019,238308.41
ES51,2020,212438.35
ES51,2021,229417.94
ES52,2010,101201.45
ES52,2011,99706.72
ES52,2012,95170.73
ES52,2013,94418.23
ES52,2014,96446.39
ES52,2015,100186.24
ES52,2016,103220.18
ES52,2017,107799.72
ES52,2018,111743.34
ES52,2019,115606.05
ES52,2020,104671.08
ES52,2021,112603.76
ES53,2010,26535.06
ES53,2011,26398.11
ES53,2012,25977.11
ES53,2013,25967.61
ES53,2014,26811.82
ES53,2015,28271.07
ES53,2016,29826.69
ES53,2017,31387.14
ES53,2018,32740.74
ES53,2019,33935.25
ES53,2020,26186.46
ES53,2021,30321.42
ES61,2010,144751.86
ES61,2011,143389.59
ES61,2012,137997.13
ES61,2013,136208.15
ES61,2014,137908.88
ES61,2015,144858.45
ES61,2016,148401.18
ES61,2017,155396.8
ES61,2018,160586.36
ES61,2019,164929.57
ES61,2020,148844.17
ES61,2021,160746.99
ES62,2010,27912.8
ES62,2011,27236.55
ES62,2012,26507.59
ES62,2013,26591
ES62,2014,26739.79
ES62,2015,28509.16
ES62,2016,29367.27
ES62,2017,30541.47
ES62,2018,31093.78
ES62,2019,32319.28
ES62,2020,29720.17
ES62,2021,32205.37
ES63,2010,1578.35
ES63,2011,1575.72
ES63,2012,1525.44
ES63,2013,1552.72
ES63,2014,1544.96
ES63,2015,1597.91
ES63,2016,1636.47
ES63,2017,1660.22
ES63,2018,1720.56
ES63,2019,1775.18
ES63,2020,1662.63
ES63,2021,1760.06
ES64,2010,1416.16
ES64,2011,1417.28
ES64,2012,1369.96
ES64,2013,1390.77
ES64,2014,1404.41
ES64,2015,1462.46
ES64,2016,1506.44
ES64,2017,1520.12
ES64,2018,1578.01
ES64,2019,1625.23
ES64,2020,1522.34
ES64,2021,1609.6
ES70,2010,40811.49
ES70,2011,40595.34
ES70,2012,39201.99
ES70,2013,39074.03
ES70,2014,39315.13
ES70,2015,40595.5
ES70,2016,42007.24
ES70,2017,44209.24
ES70,2018,45829.56
ES70,2019,47182.6
ES70,2020,38604.77
ES70,2021,42656.19
ESZZ,2010,1039.53
ESZZ,2011,1386.9
ESZZ,2012,1081.83
ESZZ,2013,1155.51
ESZZ,2014,1115.62
ESZZ,2015,1177.24
ESZZ,2016,1071.15
ESZZ,2017,1086.59
ESZZ,2018,1091.79
ESZZ,2019,1129.06
ESZZ,2020,1125.59
ESZZ,2021,1179.27
FI19,2010,42735.77
FI19,2011,45622.19
FI19,2012,46245.26
FI19,2013,46129.17
FI19,2014,46647.89
FI19,2015,47410.36
FI19,2016,48275.96
FI19,2017,49910.54
FI19,2018,51617.06
FI19,2019,52650.96
FI19,2020,52633.98
FI19,2021,56105.87
FI1B,2010,73052.81
FI1B,2011,74930.9
FI1B,2012,75693.19
FI1B,2013,78508.63
FI1B,2014,79118.27
FI1B,2015,82485.45
FI1B,2016,84961.77
FI1B,2017,88375.6
FI1B,2018,91622.23
FI1B,2019,95458.36
FI1B,2020,94201.34
FI1B,2021,98877.19
FI1C,2010,34565.55
FI1C,2011,37350.5
FI1C,2012,38207.93
FI1C,2013,38183.57
FI1C,2014,38885.33
FI1C,2015,39211.25
FI1C,2016,40355.15
FI1C,2017,42389.31
FI1C,2018,43451.57
FI1C,2019,44248.2
FI1C,2020,43808.94
FI1C,2021,46129.43
FI1D,2010,36555.01
FI1D,2011,38805.44
FI1D,2012,39498.57
FI1D,2013,40091.31
FI1D,2014,40809.96
FI1D,2015,40830.94
FI1D,2016,42499.28
FI1D,2017,44172.46
FI1D,2018,45395.02
FI1D,2019,46044.68
FI1D,2020,46108.26
FI1D,2021,48985.73
FI20,2010,1156.32
FI20,2011,1199.2
FI20,2012,1306.43
FI20,2013,1344.02
FI20,2014,1369.94
FI20,2015,1387.19
FI20,2016,1368.28
FI20,2017,1394.21
FI20,2018,1303.43
FI20,2019,1360.73
FI20,2020,1201.73
FI20,2021,1335
FIZZ,2010,77.52
FIZZ,2011,89.77
FIZZ,2012,85.62
FIZZ,2013,64.29
FIZZ,2014,65.62
FIZZ,2015,59.81
FIZZ,2016,57.56
FIZZ,2017,58.88
FIZZ,2018,72.69
FIZZ,2019,95.07
FIZZ,2020,83.73
FIZZ,2021,86.79
FR10,2010,605435.47
FR10,2011,615497.37
FR10,2012,630604.71
FR10,2013,644681.14
FR10,2014,653969.01
FR10,2015,670619.24
FR10,2016,685852.59
FR10,2017,705342.6
FR10,2018,729515.61
FR10,2019,759520.35
FR10,2020,700754.35
FR10,2021,764844.01
FRB0,2010,66240.4
FRB0,2011,68055.8
FRB0,2012,68599.92
FRB0,2013,69089.01
FRB0,2014,69471.72
FRB0,2015,70729.64
FRB0,2016,71052.28
FRB0,2017,72752.28
FRB0,2018,74141.8
FRB0,2019,75834.3
FRB0,2020,72707.3
FRB0,2021,78343.35
FRC1,2010,41988.31
FRC1,2011,43495.76
FRC1,2012,43560.02
FRC1,2013,43862.21
FRC1,2014,44639.77
FRC1,2015,44869.3
FRC1,2016,44376.29
FRC1,2017,46214.87
FRC1,2018,47345.91
FRC1,2019,47807.79
FRC1,2020,46163.67
FRC1,2021,49188.56
FRC2,2010,28540.6
FRC2,2011,29349.91
FRC2,2012,28306.94
FRC2,2013,28310.84
FRC2,2014,28840.23
FRC2,2015,29487.62
FRC2,2016,30083.19
FRC2,2017,30640.03
FRC2,2018,30830.43
FRC2,2019,31776.02
FRC2,2020,30757.92
FRC2,2021,32523.06
FRD1,2010,36534.93
FRD1,2011,37961.79
FRD1,2012,37725.59
FRD1,2013,38153.05
FRD1,2014,38156.14
FRD1,2015,38809.49
FRD1,2016,39137.48
FRD1,2017,39091.37
FRD1,2018,39960.56
FRD1,2019,41060.16
FRD1,2020,39394.51
FRD1,2021,42004.23
FRD2,2010,50411.14
FRD2,2011,51734.46
FRD2,2012,52467.56
FRD2,2013,52900.27
FRD2,2014,53144.56
FRD2,2015,54267.72
FRD2,2016,53560.27
FRD2,2017,54333.23
FRD2,2018,54773.34
FRD2,2019,55701.63
FRD2,2020,52622
FRD2,2021,57311.23
FRE1,2010,100519.39
FRE1,2011,103975.98
FRE1,2012,103922.2
FRE1,2013,105450.78
FRE1,2014,106905.21
FRE1,2015,109025.65
FRE1,2016,110415.75
FRE1,2017,113639.3
FRE1,2018,116312.06
FRE1,2019,118717.95
FRE1,2020,114219.43
FRE1,2021,122607.08
FRE2,2010,45200.5
FRE2,2011,46427.16
FRE2,2012,46981.12
FRE2,2013,47091.91
FRE2,2014,47020.79
FRE2,2015,48424.57
FRE2,2016,47761.37
FRE2,2017,49597.29
FRE2,2018,49922.01
FRE2,2019,51248.03
FRE2,2020,48786.45
FRE2,2021,51728.82
FRF1,2010,52694.24
FRF1,2011,54618.59
FRF1,2012,54603.03
FRF1,2013,55524.99
FRF1,2014,56389.09
FRF1,2015,57205.16
FRF1,2016,58450.27
FRF1,2017,60087.65
FRF1,2018,62037.3
FRF1,2019,63475.77
FRF1,2020,60189.01
FRF1,2021,64516.58
FRF2,2010,35482.67
FRF2,2011,37621.36
FRF2,2012,36748.88
FRF2,2013,37039.05
FRF2,2014,36967.71
FRF2,2015,37221.99
FRF2,2016,36732.08
FRF2,2017,38115.95
FRF2,2018,39149.53
FRF2,2019,39553.23
FRF2,2020,37429.6
FRF2,2021,40020.24
FRF3,2010,54959.54
FRF3,2011,56173.61
FRF3,2012,55833.08
FRF3,2013,56306.24
FRF3,2014,57134.2
FRF3,2015,57748.39
FRF3,2016,57633.29
FRF3,2017,59074.41
FRF3,2018,59880.34
FRF3,2019,60858.36
FRF3,2020,58277.36
FRF3,2021,62382.37
FRG0,2010,95647.32
FRG0,2011,100889.06
FRG0,2012,102210.53
FRG0,2013,103930.14
FRG0,2014,105995.36
FRG0,2015,108948.55
FRG0,2016,110978.87
FRG0,2017,114320.21
FRG0,2018,117496.92
FRG0,2019,121984.5
FRG0,2020,118142.74
FRG0,2021,127189.39
FRH0,2010,80683.16
FRH0,2011,84239.65
FRH0,2012,85515.59
FRH0,2013,86911.43
FRH0,2014,88974.08
FRH0,2015,91303.91
FRH0,2016,93368.9
FRH0,2017,96797.87
FRH0,2018,98576.22
FRH0,2019,102061.16
FRH0,2020,100394.63
FRH0,2021,108251.91
FRI1,2010,88217.39
FRI1,2011,92075.04
FRI1,2012,93303.94
FRI1,2013,93525.47
FRI1,2014,95500.47
FRI1,2015,97890.6
FRI1,2016,100243.08
FRI1,2017,102694.29
FRI1,2018,106161.55
FRI1,2019,109537.29
FRI1,2020,104797.14
FRI1,2021,114742.86
FRI2,2010,16834.24
FRI2,2011,17268.24
FRI2,2012,17349.57
FRI2,2013,17739.21
FRI2,2014,18009.59
FRI2,2015,18311.6
FRI2,2016,18143.35
FRI2,2017,18609.73
FRI2,2018,18807.13
FRI2,2019,19665.15
FRI2,2020,18920.15
FRI2,2021,19770.79
FRI3,2010,43233.84
FRI3,2011,45075.17
FRI3,2012,46188.35
FRI3,2013,46601.82
FRI3,2014,47541.51
FRI3,2015,48066.85
FRI3,2016,48386.93
FRI3,2017,49747.57
FRI3,2018,51198.32
FRI3,2019,52801.74
FRI3,2020,50982.24
FRI3,2021,54764.25
FRJ1,2010,63160.87
FRJ1,2011,65758.1
FRJ1,2012,66272.92
FRJ1,2013,66460.3
FRJ1,2014,67525.36
FRJ1,2015,68924.11
FRJ1,2016,70222.54
FRJ1,2017,72080.16
FRJ1,2018,74035.66
FRJ1,2019,76671.83
FRJ1,2020,74616.44
FRJ1,2021,81244.48
FRJ2,2010,77065.76
FRJ2,2011,80747.16
FRJ2,2012,83600.87
FRJ2,2013,85486.29
FRJ2,2014,88071.51
FRJ2,2015,90597.84
FRJ2,2016,92649.28
FRJ2,2017,94835.52
FRJ2,2018,98518.39
FRJ2,2019,100993.84
FRJ2,2020,93952.12
FRJ2,2021,100029.32
FRK1,2010,32014.86
FRK1,2011,33704.86
FRK1,2012,33876.33
FRK1,2013,34535.36
FRK1,2014,35017.41
FRK1,2015,35817.58
FRK1,2016,36097.44
FRK1,2017,37969.16
FRK1,2018,38866.02
FRK1,2019,39957.46
FRK1,2020,38361.4
FRK1,2021,40583.18
FRK2,2010,192370.3
FRK2,2011,200899.64
FRK2,2012,203135.28
FRK2,2013,205375.5
FRK2,2014,208929.13
FRK2,2015,214100.76
FRK2,2016,219762.25
FRK2,2017,226355.39
FRK2,2018,235343.03
FRK2,2019,242336.22
FRK2,2020,232088.38
FRK2,2021,250293.72
FRL0,2010,143060.22
FRL0,2011,145947.41
FRL0,2012,150183.6
FRL0,2013,149878.66
FRL0,2014,152003.96
FRL0,2015,155027.51
FRL0,2016,157144.45
FRL0,2017,161647.29
FRL0,2018,165988.81
FRL0,2019,170380.98
FRL0,2020,162752.61
FRL0,2021,181067.32
FRM0,2010,7589.23
FRM0,2011,7984.8
FRM0,2012,8091.4
FRM0,2013,8217.33
FRM0,2014,8343.02
FRM0,2015,8617.44
FRM0,2016,8736.69
FRM0,2017,9057.7
FRM0,2018,9395.38
FRM0,2019,9642.94
FRM0,2020,9083.98
FRM0,2021,10125.33
FRY1,2010,8365.91
FRY1,2011,8635.89
FRY1,2012,8776.09
