nuts2,year,gdp
PL42,2010,13761.96
PL42,2011,14177.67
PL42,2012,14481.65
PL42,2013,14508.87
PL42,2014,15268.88
PL42,2015,16230.14
PL42,2016,15854.36
PL42,2017,17254.8
PL42,2018,18564.68
PL42,2019,19593.55
PL42,2020,19422.45
PL42,2021,20994.06
PL43,2010,8096.51
PL43,2011,8341.08
PL43,2012,8525.52
PL43,2013,8619.24
PL43,2014,9125.84
PL43,2015,9531.24
PL43,2016,9458.13
PL43,2017,10181.82
PL43,2018,10817.72
PL43,2019,11400.89
PL43,2020,11259.6
PL43,2021,12179.39
PL51,2010,30617.26
PL51,2011,32463.51
PL51,2012,33059.86
PL51,2013,32848.54
PL51,2014,34341.71
PL51,2015,36208.76
PL51,2016,35576.86
PL51,2017,38883.39
PL51,2018,41172.45
PL51,2019,43971.91
PL51,2020,44034.69
PL51,2021,48418.64
PL52,2010,7794.43
PL52,2011,8125.06
PL52,2012,8184.28
PL52,2013,8193.86
PL52,2014,8615.31
PL52,2015,9022.33
PL52,2016,8754.57
PL52,2017,9527.21
PL52,2018,10179.51
PL52,2019,10795.94
PL52,2020,10549.74
PL52,2021,11739.47
PL61,2010,16212.49
PL61,2011,16771.8
PL61,2012,17050.51
PL61,2013,17339.23
PL61,2014,17991.73
PL61,2015,19052.53
PL61,2016,18807.13
PL61,2017,20423.07
PL61,2018,21945.44
PL61,2019,22896.82
PL61,2020,23057.86
PL61,2021,25007.69
PL62,2010,9863.05
PL62,2011,10265.5
PL62,2012,10421.01
PL62,2013,10493.3
PL62,2014,10971.01
PL62,2015,11465.46
PL62,2016,11365.49
PL62,2017,12218.39
PL62,2018,12854
PL62,2019,13541.12
PL62,2020,13656.2
PL62,2021,14773.8
PL63,2010,20322.66
PL63,2011,21424.68
PL63,2012,22357.65
PL63,2013,22289.05
PL63,2014,23119.05
PL63,2015,24770.74
PL63,2016,24749.8
PL63,2017,27159.95
PL63,2018,29399.82
PL63,2019,31544.32
PL63,2020,30616.13
PL63,2021,34496.97
PL71,2010,22009.94
PL71,2011,23000.13
PL71,2012,23598.52
PL71,2013,23747.83
PL71,2014,24872.83
PL71,2015,26145.75
PL71,2016,25700.52
PL71,2017,27973.41
PL71,2018,29892.28
PL71,2019,32122.01
PL71,2020,32511.9
PL71,2021,34757.35
PL72,2010,9250.42
PL72,2011,9550.56
PL72,2012,9568.83
PL72,2013,9384.39
PL72,2014,9801.47
PL72,2015,10210.41
PL72,2016,9942.39
PL72,2017,10837.49
PL72,2018,11723.06
PL72,2019,12270.33
PL72,2020,12147.31
PL72,2021,13147.35
PL81,2010,14073.07
PL81,2011,14832.3
PL81,2012,15232.77
PL81,2013,15456.4
PL81,2014,15937.8
PL81,2015,16485.13
PL81,2016,16327.79
PL81,2017,17883.81
PL81,2018,18796.98
PL81,2019,20048.65
PL81,2020,19692.29
PL81,2021,21295.98
PL82,2010,13833.6
PL82,2011,14639.58
PL82,2012,14901.97
PL82,2013,15287.31
PL82,2014,15961.92
PL82,2015,16894.25
PL82,2016,16605.13
PL82,2017,18021.08
PL82,2018,19492.53
PL82,2019,20817.75
PL82,2020,20096.03
PL82,2021,22069.05
PL84,2010,8247.7
PL84,2011,8627.55
PL84,2012,8637.58
PL84,2013,8843.09
PL84,2014,9200.08
PL84,2015,9519.14
PL84,2016,9354.16
PL84,2017,10353.73
PL84,2018,11037.16
PL84,2019,11820.78
PL84,2020,11837.86
PL84,2021,12722.29
PL91,2010,59336.26
PL91,2011,61807.65
PL91,2012,63940.09
PL91,2013,65409.69
PL91,2014,68772.39
PL91,2015,72417.52
PL91,2016,71938.8
PL91,2017,79891.05
PL91,2018,86425.75
PL91,2019,93425.71
PL91,2020,93191.19
PL91,2021,100335.71
PL92,2010,18508.17
PL92,2011,19941.06
PL92,2012,20380.41
PL92,2013,20250.15
PL92,2014,21169.11
PL92,2015,22625.63
PL92,2016,22307.36
PL92,2017,24417.6
PL92,2018,25900.64
PL92,2019,28109.47
PL92,2020,27451.67
PL92,2021,30224.23
PT11,2010,50688.11
PT11,2011,49832.69
PT11,2012,48345.47
PT11,2013,49397.69
PT11,2014,50782.14
PT11,2015,52770.63
PT11,2016,55077.73
PT11,2017,57652.65
PT11,2018,60909.74
PT11,2019,63524.58
PT11,2020,60578.91
PT11,2021,64708.55
PT15,2010,7568.68
PT15,2011,7377.78
PT15,2012,7164.79
PT15,2013,7244.39
PT15,2014,7508.84
PT15,2015,7880.99
PT15,2016,8507.83
PT15,2017,9223.7
PT15,2018,9729.59
PT15,2019,10239.8
PT15,2020,8527.88
PT15,2021,9244.76
PT16,2010,33393.29
PT16,2011,32669.91
PT16,2012,31554.76
PT16,2013,31999.34
PT16,2014,32438.39
PT16,2015,33923.55
PT16,2016,35246.15
PT16,2017,36823.21
PT16,2018,38474.43
PT16,2019,40027.7
PT16,2020,38529.71
PT16,2021,40977.6
PT17,2010,67732.97
PT17,2011,66343.85
PT17,2012,62528.74
PT17,2013,62955.03
PT17,2014,63145.81
PT17,2015,64897.1
PT17,2016,66942.3
PT17,2017,70359.44
PT17,2018,73602.66
PT17,2019,77439.68
PT17,2020,71642.26
PT17,2021,76404.63
PT18,2010,11804.22
PT18,2011,11532.99
PT18,2012,10946.68
PT18,2013,10952.63
PT18,2014,11165.24
PT18,2015,11952.33
PT18,2016,12124.42
PT18,2017,12845.39
PT18,2018,13097.45
PT18,2019,13373.23
PT18,2020,12476.53
PT18,2021,13659.46
PT20,2010,3795.03
PT20,2011,3722.27
PT20,2012,3569.44
PT20,2013,3652.81
PT20,2014,3685.83
PT20,2015,3824.28
PT20,2016,3973.06
PT20,2017,4110.58
PT20,2018,4284.64
PT20,2019,4487.27
PT20,2020,4163.07
PT20,2021,4421.46
PT30,2010,4431.7
PT30,2011,4440.13
PT30,2012,4062.75
PT30,2013,4143.44
PT30,2014,4202.3
PT30,2015,4313.16
PT30,2016,4477.62
PT30,2017,4783.57
PT30,2018,4940.38
PT30,2019,5126.38
PT30,2020,4449.63
PT30,2021,4895.86
PTZZ,2010,196.78
PTZZ,2011,176.55
PTZZ,2012,122.95
PTZZ,2013,146.94
PTZZ,2014,125.14
PTZZ,2015,151.13
PTZZ,2016,140.7
PTZZ,2017,148.67
PTZZ,2018,145.25
PTZZ,2019,155.97
PTZZ,2020,150.87
PTZZ,2021,158.38
RO11,2010,14685.97
RO11,2011,15019.65
RO11,2012,15692.16
RO11,2013,16020.94
RO11,2014,17259.67
RO11,2015,18337.89
RO11,2016,19678.59
RO11,2017,22768.8
RO11,2018,24823.67
RO11,2019,27394.51
RO11,2020,27311.1
RO11,2021,29948.46
RO12,2010,14678.81
RO12,2011,15427.47
RO12,2012,15865.01
RO12,2013,15798.81
RO12,2014,16610.21
RO12,2015,17762.42
RO12,2016,18902.51
RO12,2017,21050.03
RO12,2018,23514.01
RO12,2019,25222.81
RO12,2020,25089.96
RO12,2021,27603.86
RO21,2010,13726.25
RO21,2011,13869.38
RO21,2012,14269.52
RO21,2013,14602.08
RO21,2014,15281.19
RO21,2015,16143.9
RO21,2016,16915.92
RO21,2017,19331.55
RO21,2018,21513.33
RO21,2019,23631.9
RO21,2020,23810.38
RO21,2021,26092.77
RO22,2010,13591.15
RO22,2011,15082.27
RO22,2012,15109.37
RO22,2013,16167.65
RO22,2014,16997.05
RO22,2015,17118.66
RO22,2016,17523.59
RO22,2017,19113.42
RO22,2018,21161.05
RO22,2019,22188.96
RO22,2020,21210.59
RO22,2021,23298.66
RO31,2010,15977.21
RO31,2011,18230.82
RO31,2012,16782.95
RO31,2013,17577.96
RO31,2014,19757.01
RO31,2015,19616.27
RO31,2016,20555.66
RO31,2017,21938.97
RO31,2018,24361.41
RO31,2019,25528.4
RO31,2020,24864.53
RO31,2021,27403.92
RO32,2010,32344.05
RO32,2011,36630.48
RO32,2012,36903.76
RO32,2013,38285.93
RO32,2014,39568.09
RO32,2015,44139.07
RO32,2016,45414.87
RO32,2017,50565.06
RO32,2018,55306.49
RO32,2019,61660.48
RO32,2020,60999.9
RO32,2021,65994.92
RO41,2010,10073.63
RO41,2011,10550.57
RO41,2012,10824.38
RO41,2013,10827.08
RO41,2014,10973.88
RO41,2015,11776.24
RO41,2016,12155.58
RO41,2017,13929.57
RO41,2018,15895.31
RO41,2019,17297.54
RO41,2020,16740.11
RO41,2021,18406.08
RO42,2010,13047.96
RO42,2011,13591.75
RO42,2012,13765.48
RO42,2013,13532.21
RO42,2014,13969.32
RO42,2015,15265.53
RO42,2016,16229.17
RO42,2017,17552.29
RO42,2018,19337.6
RO42,2019,21097.13
RO42,2020,20305.31
RO42,2021,22357.1
ROZZ,2010,153.83
ROZZ,2011,118.36
ROZZ,2012,107.14
ROZZ,2013,116.26
ROZZ,2014,105.99
ROZZ,2015,127.87
ROZZ,2016,118.41
ROZZ,2017,149.29
ROZZ,2018,159.03
ROZZ,2019,156.93
ROZZ,2020,154.86
ROZZ,2021,162.55
RS11,2012,13371.53
RS11,2013,14534.25
RS11,2014,13740.95
RS11,2015,14226.53
RS11,2016,14772.14
RS11,2017,15853.22
RS11,2018,17735.51
RS11,2019,19361.94
RS11,2020,19717.11
RS11,2021,21422.69
RS12,2012,9150.76
RS12,2013,9916.83
RS12,2014,9714.52
RS12,2015,9502.88
RS12,2016,9820.19
RS12,2017,10406.41
RS12,2018,11110.7
RS12,2019,11757.41
RS12,2020,11984.56
RS12,2021,13743.46
RS21,2012,6409.36
RS21,2013,6873.9
RS21,2014,7053.63
RS21,2015,7086.95
RS21,2016,7147.64
RS21,2017,7536.99
RS21,2018,7959.97
RS21,2019,8473.22
RS21,2020,8552.54
RS21,2021,9972.62
RS22,2012,4724.03
RS22,2013,5078.95
RS22,2014,4936.3
RS22,2015,4898.59
RS22,2016,5014.83
RS22,2017,5413.12
RS22,2018,6063.25
RS22,2019,6390.45
RS22,2020,6539.51
RS22,2021,8167.05
RSZZ,2012,23.59
RSZZ,2013,22.74
RSZZ,2014,22.07
RSZZ,2015,25.29
RSZZ,2016,24.52
RSZZ,2017,25.6
RSZZ,2018,22.79
RSZZ,2019,22.42
RSZZ,2020,21.55
RSZZ,2021,23.44
SE11,2010,113147.9
SE11,2011,126394.95
SE11,2012,132464
SE11,2013,137364.17
SE11,2014,138536.07
SE11,2015,145530.12
SE11,2016,147832.92
SE11,2017,149365.45
SE11,2018,147848.2
SE11,2019,152085.63
SE11,2020,153963.04
SE11,2021,172401.48
SE12,2010,53571.15
SE12,2011,59106.92
SE12,2012,62331.42
SE12,2013,63664.63
SE12,2014,62372.07
SE12,2015,64299.54
SE12,2016,66228.66
SE12,2017,68908.52
SE12,2018,67705.85
SE12,2019,67417.49
SE12,2020,68533.2
SE12,2021,76257.74
SE21,2010,27576.78
SE21,2011,30568.68
SE21,2012,31457.55
SE21,2013,32202.99
SE21,2014,31727.72
SE21,2015,32657.45
SE21,2016,33867.83
SE21,2017,35108.45
SE21,2018,34222.41
SE21,2019,33883.5
SE21,2020,34242.32
SE21,2021,37885.8
SE22,2010,48428.53
SE22,2011,52482.06
SE22,2012,54549.43
SE22,2013,56306.4
SE22,2014,56180.77
SE22,2015,57910.18
SE22,2016,59057.29
SE22,2017,61663.03
SE22,2018,59934.92
SE22,2019,60916.3
SE22,2020,62462.41
SE22,2021,68460.45
SE23,2010,71015.64
SE23,2011,78497.56
SE23,2012,81228.61
SE23,2013,83839.82
SE23,2014,83509.13
SE23,2015,88358.6
SE23,2016,90916.78
SE23,2017,94243.2
SE23,2018,91078.92
SE23,2019,92036.49
SE23,2020,91160.23
SE23,2021,101339.68
SE31,2010,26967.87
SE31,2011,29335.62
SE31,2012,30581.96
SE31,2013,30985.85
SE31,2014,30329.5
SE31,2015,30616.64
SE31,2016,31620.92
SE31,2017,32257.43
SE31,2018,31867.24
SE31,2019,31873.36
SE31,2020,31952.25
SE31,2021,35725.15
SE32,2010,13828.56
SE32,2011,14447.91
SE32,2012,14842.12
SE32,2013,14935.41
SE32,2014,14595.19
SE32,2015,14603.08
SE32,2016,14799.85
SE32,2017,15224.01
SE32,2018,14895.07
SE32,2019,14869.4
SE32,2020,14679.32
SE32,2021,17000.77
SE33,2010,20043.19
SE33,2011,21882.39
SE33,2012,22469.86
SE33,2013,22435.35
SE33,2014,21473.67
SE33,2015,21413.54
SE33,2016,21834.35
SE33,2017,23146.23
SE33,2018,23021.85
SE33,2019,23688.47
SE33,2020,23469.11
SE33,2021,27911.2
SEZZ,2010,115.63
SEZZ,2011,128.61
SEZZ,2012,112.15
SEZZ,2013,116.05
SEZZ,2014,109.77
SEZZ,2015,105.58
SEZZ,2016,107.9
SEZZ,2017,109.22
SEZZ,2018,98.67
SEZZ,2019,98.89
SEZZ,2020,94.56
SEZZ,2021,102.73
SI03,2010,15938.37
SI03,2011,16356.96
SI03,2012,15978.53
SI03,2013,16096.86
SI03,2014,16580.24
SI03,2015,17085.39
SI03,2016,17687.69
SI03,2017,18722.66
SI03,2018,19888.23
SI03,2019,21088.57
SI03,2020,20404.01
SI03,2021,22425.55
SI04,2010,20425.54
SI04,2011,20701.61
SI04,2012,20274.74
SI04,2013,20357.47
SI04,2014,21054.05
SI04,2015,21767.25
SI04,2016,22755.53
SI04,2017,24288.68
SI04,2018,25988.12
SI04,2019,27444.55
SI04,2020,26616.64
SI04,2021,29782.52
SK01,2010,19611.96
SK01,2011,20324.86
SK01,2012,20468.55
SK01,2013,21341.07
SK01,2014,21518.11
SK01,2015,22874.04
SK01,2016,23470.73
SK01,2017,24307.16
SK01,2018,25692.52
SK01,2019,26540.2
SK01,2020,26480.92
SK01,2021,27963.15
SK02,2010,21624.79
SK02,2011,23076.23
SK02,2012,23716.44
SK02,2013,23453.26
SK02,2014,24152.99
SK02,2015,24617.59
SK02,2016,25027.96
SK02,2017,25737.33
SK02,2018,27194.74
SK02,2019,29303.81
SK02,2020,28847.97
SK02,2021,29840.08
SK03,2010,13890.82
SK03,2011,13979.35
SK03,2012,14438.93
SK03,2013,14571.96
SK03,2014,14966.59
SK03,2015,15881.38
SK03,2016,15962.79
SK03,2017,16587.18
SK03,2018,17652.39
SK03,2019,18790.55
SK03,2020,18180.94
SK03,2021,19691.68
SK04,2010,13637.38
SK04,2011,14405.41
SK04,2012,15025.34
SK04,2013,15126.5
SK04,2014,15716.82
SK04,2015,16753.03
SK04,2016,16803.72
SK04,2017,18038.21
SK04,2018,19335.04
SK04,2019,19802.92
SK04,2020,19903.93
SK04,2021,21028.07
TR10,2010,170553.96
TR10,2011,177136.56
TR10,2012,205116.73
TR10,2013,219733.31
TR10,2014,217293.67
TR10,2015,240393.77
TR10,2016,242729.95
TR10,2017,236333.79
TR10,2018,202832.19
TR10,2019,208262.41
TR10,2020,188609.72
TR10,2021,209481.75
TR21,2010,14452.12
TR21,2011,14705.67
TR21,2012,16546.5
TR21,2013,17065.39
TR21,2014,17175.72
TR21,2015,18879.69
TR21,2016,19470.45
TR21,2017,19201.86
TR21,2018,17028.96
TR21,2019,17713.02
TR21,2020,16837.3
TR21,2021,19877.96
TR22,2010,12556.82
TR22,2011,12419.04
TR22,2012,13838.91
TR22,2013,13626.8
TR22,2014,13626.81
TR22,2015,14680.08
TR22,2016,15161.54
TR22,2017,14386.48
TR22,2018,12593.69
TR22,2019,13088.05
TR22,2020,12678.84
TR22,2021,13241.16
TR31,2010,36217.7
TR31,2011,37442.07
TR31,2012,42324.74
TR31,2013,43778.37
TR31,2014,42516.61
TR31,2015,46008.87
TR31,2016,47539.1
TR31,2017,46659.48
TR31,2018,41364.9
TR31,2019,41281.85
TR31,2020,38163.49
TR31,2021,43962.54
TR32,2010,19947.77
TR32,2011,20365.82
TR32,2012,22585.79
TR32,2013,23214.74
TR32,2014,23356.07
TR32,2015,25243.32
TR32,2016,25642.1
TR32,2017,24561.04
TR32,2018,21770.36
TR32,2019,22709.2
TR32,2020,19992.19
TR32,2021,22011.75
TR33,2010,19779.77
TR33,2011,19844.69
TR33,2012,22208.83
TR33,2013,22651.24
TR33,2014,22396.38
TR33,2015,24375.66
TR33,2016,25099.7
TR33,2017,24343.17
TR33,2018,21075.48
TR33,2019,21597.07
TR33,2020,20586.1
TR33,2021,21853.92
TR41,2010,32396.56
TR41,2011,33895.34
TR41,2012,37965.03
TR41,2013,40124.25
TR41,2014,39116.28
TR41,2015,42819.71
TR41,2016,43127.81
TR41,2017,42278.07
TR41,2018,37552.45
TR41,2019,37700.42
TR41,2020,34397.6
TR41,2021,38731.65
TR42,2010,32341.91
TR42,2011,34412.49
TR42,2012,38589.3
TR42,2013,40824.47
TR42,2014,40786.66
TR42,2015,45625.82
TR42,2016,45490.04
TR42,2017,45821.71
TR42,2018,41067.34
TR42,2019,40278.09
TR42,2020,38566.15
TR42,2021,45676.82
TR51,2010,55138.45
TR51,2011,56215.06
TR51,2012,63329.11
TR51,2013,69038.68
TR51,2014,65827.15
TR51,2015,71653.94
TR51,2016,74858.59
TR51,2017,69609.45
TR51,2018,58391.79
TR51,2019,62253.34
TR51,2020,59472.42
TR51,2021,63462.42
TR52,2010,13232.05
TR52,2011,13925.94
TR52,2012,16266.71
TR52,2013,17274.37
TR52,2014,17126.11
TR52,2015,18723.55
TR52,2016,18812.05
TR52,2017,18088.84
TR52,2018,15582.22
TR52,2019,16106.78
TR52,2020,15515.52
TR52,2021,15918.08
TR61,2010,24400.55
TR61,2011,24913.01
TR61,2012,27877.01
TR61,2013,28970.24
TR61,2014,28928.76
TR61,2015,31032.82
TR61,2016,28312.08
TR61,2017,27712.46
TR61,2018,26140.34
TR61,2019,28184.96
TR61,2020,20336.01
TR61,2021,24145.83
TR62,2010,22737.33
TR62,2011,22912.8
TR62,2012,26123.81
TR62,2013,26911.62
TR62,2014,26388.88
TR62,2015,29041.2
TR62,2016,29856.39
TR62,2017,28275.65
TR62,2018,24035.1
TR62,2019,25317.08
TR62,2020,24349.83
TR62,2021,26771.57
TR63,2010,14802.83
TR63,2011,15002.21
TR63,2012,16421.46
TR63,2013,17491.87
TR63,2014,17061.31
TR63,2015,18898.26
TR63,2016,19594.71
TR63,2017,19235.05
TR63,2018,16941.14
TR63,2019,16750.26
TR63,2020,15860.62
TR63,2021,18588.69
TR71,2010,8551.89
TR71,2011,8650.62
TR71,2012,9524.93
TR71,2013,9787.62
TR71,2014,9716.71
TR71,2015,10824.19
TR71,2016,10648.53
TR71,2017,10373.51
TR71,2018,8982.38
TR71,2019,9218.3
TR71,2020,8678.14
TR71,2021,9099.17
TR72,2010,14525.45
TR72,2011,14697.92
TR72,2012,16508.63
TR72,2013,17116.57
TR72,2014,16821.51
TR72,2015,18219.6
TR72,2016,18542.46
TR72,2017,17376.35
TR72,2018,14665.98
TR72,2019,15131.29
TR72,2020,14529.96
TR72,2021,15388.57
TR81,2010,5881.54
TR81,2011,6258.19
TR81,2012,6601.33
TR81,2013,6994.88
TR81,2014,7130.55
TR81,2015,7362.85
TR81,2016,7337.11
TR81,2017,7440.07
TR81,2018,6498.78
TR81,2019,5950.72
TR81,2020,5705.63
TR81,2021,6642.99
TR82,2010,4641.46
TR82,2011,4599.81
TR82,2012,5109.69
TR82,2013,5173.05
TR82,2014,5082.96
TR82,2015,5469.5
TR82,2016,5554.92
TR82,2017,5126.31
TR82,2018,4364.83
TR82,2019,4625.48
TR82,2020,4515.02
TR82,2021,4703.61
TR83,2010,14975.34
TR83,2011,14713.28
TR83,2012,16417.32
TR83,2013,16422.05
TR83,2014,15953.12
TR83,2015,17848.82
TR83,2016,17946.65
TR83,2017,16782.93
TR83,2018,13750.11
TR83,2019,14456.12
TR83,2020,13666.79
TR83,2021,13572.7
TR90,2010,14041.77
TR90,2011,13982.29
TR90,2012,16003.97
TR90,2013,16202.07
TR90,2014,15854.72
TR90,2015,18493.88
TR90,2016,17605.21
TR90,2017,16655.36
TR90,2018,13903.27
TR90,2019,14895.28
TR90,2020,13788.65
TR90,2021,13389.56
TRA1,2010,5786.37
TRA1,2011,5601.53
TRA1,2012,6540.69
TRA1,2013,6709.38
TRA1,2014,6351.86
TRA1,2015,6785.78
TRA1,2016,7045.02
TRA1,2017,6768.28
TRA1,2018,5600.13
TRA1,2019,5806.21
TRA1,2020,5580.08
TRA1,2021,5618.63
TRA2,2010,4079.32
TRA2,2011,4067.93
TRA2,2012,4700.33
TRA2,2013,4612.98
TRA2,2014,4215.69
TRA2,2015,4813.32
TRA2,2016,4971.21
TRA2,2017,4701.61
TRA2,2018,3887.26
TRA2,2019,4062.36
TRA2,2020,4021.83
TRA2,2021,3874.46
TRB1,2010,7793.51
TRB1,2011,8083.86
TRB1,2012,9082.6
TRB1,2013,9560.26
TRB1,2014,9105.19
TRB1,2015,9982.53
TRB1,2016,10171.94
TRB1,2017,9877.99
TRB1,2018,8296.31
TRB1,2019,8667.95
TRB1,2020,8447.43
TRB1,2021,8576.29
TRB2,2010,6370.9
TRB2,2011,6449.98
TRB2,2012,8200.98
TRB2,2013,7759.79
TRB2,2014,7509
TRB2,2015,8003.34
TRB2,2016,8309.77
TRB2,2017,7986.81
TRB2,2018,6903.08
TRB2,2019,7347.96
TRB2,2020,6973.82
TRB2,2021,6731.72
TRC1,2010,10649.54
TRC1,2011,11257.49
TRC1,2012,13546.61
TRC1,2013,14946.37
TRC1,2014,14908.19
TRC1,2015,17015.04
TRC1,2016,17015.64
TRC1,2017,16518.67
TRC1,2018,14644.85
TRC1,2019,14960.16
TRC1,2020,15049.33
TRC1,2021,17011.46
TRC2,2010,11320.93
TRC2,2011,11515.82
TRC2,2012,13078.78
TRC2,2013,14050.38
TRC2,2014,13221.9
TRC2,2015,14740.71
TRC2,2016,14683.24
TRC2,2017,14073.93
TRC2,2018,11638.63
TRC2,2019,12147.55
TRC2,2020,11235.96
TRC2,2021,11423.03
TRC3,2010,7679.69
TRC3,2011,7892.19
TRC3,2012,9077.42
TRC3,2013,9685.71
TRC3,2014,9529.04
TRC3,2015,10105.88
TRC3,2016,10092.76
TRC3,2017,10308.14
TRC3,2018,9032.84
TRC3,2019,9668.12
TRC3,2020,9183.71
TRC3,2021,9790.2
